split,image_key,image_path,label_path,image_valid,image_error,width,height,mode,sha256,dhash,valid_box_count,invalid_line_count,class_ids,min_box_area_at_640
train,image1348,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1348.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1348.txt,True,,1024,679,RGB,70cbd3b6c44e19a689683990747f4dca15211fc5a1d4da8ca8bdf58016507d38,c25a5a72f870f0b0,6,0,"5,6,7,8,9",881.5983241296001
train,image1349,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1349.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1349.txt,True,,1024,686,RGB,68f28a956c3fed2208f043ed31341c88b79a44534a38b487b22fd1d183cfaf25,c8c452b28d8f8f8b,5,0,"5,6,7,8,9",1992.9138640487995
train,image135,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image135.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image135.txt,True,,640,640,RGB,452b24279053173c332ee23fbe726ea942e5423d6e98a2dd836b0215cd7e84f2,d4d4c4ccccccccd8,10,0,"0,2,6",4943.948799999999
train,image1350,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1350.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1350.txt,True,,1024,767,RGB,fca2332046e90b7a6ce90b9dd1925137d52ed45e65a20939377e1e0781522db2,9c9d98ce96878787,5,0,"5,6,7,8,9",7346.4875277455985
train,image1351,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1351.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1351.txt,True,,685,1024,RGB,3cd67d9c478964b67563580e5c7251af042917d2031cc7cd7f416a6d7af7fd5a,fbccc6032bcd4c70,14,0,"1,5,6,7,9,10",483.126730308
train,image1352,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1352.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1352.txt,True,,768,1024,RGB,d9b7e4f255604660a25ef4aac6814e1dc692fe7e81c768c29e27d80fa36f9d99,6d4446969b25351a,6,0,"5,6,7,8,10",1630.5648900096
train,image1353,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1353.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1353.txt,True,,1024,768,RGB,c4679e6e840268db66996aac1e306e6672a33fa1429129970e03c1c5248a4642,468582b2b25a387c,6,0,"5,6,7,8,9",1671.4150284287998
train,image1355,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1355.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1355.txt,True,,1024,768,RGB,486851c9b3a2a7e0eb89ae7fe587c2287775c154aca02a85db74907c8e5b6da8,24602849e0f8f8f8,11,0,"5,6,7,8",1895.3052281856
train,image1356,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1356.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1356.txt,True,,1024,1016,RGB,cff7731ca9eebaf35b26d242c48cdc60ec689c5f2414b36bd6fb85b3af80d4a8,0e8ac2e249d869c9,13,0,"5,6,7,8,9",1740.9100689984
train,image1357,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1357.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1357.txt,True,,1024,768,RGB,8b66c8706004a58e4115d5c3b77fd997b4799b999e6302ab68ce5a793cf21c17,6443c4114750388e,8,0,"0,5,6",1397.5363584000004
train,image1358,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1358.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1358.txt,True,,1024,1024,RGB,cc5aece6fe79f248ca7ee0a9207324425be082459bfdfbe5e45afc215b140564,26a7df7d79797b7b,6,0,"0,5,6,10",1708.9360920575998
train,image1359,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1359.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1359.txt,True,,1024,768,RGB,01f47a507acccb73a527484ca76eab5334928555030d93d885b8b020563214b6,c393b372f0d1d7d7,27,0,"5,6,7,8,9",460.4560121856
train,image136,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image136.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image136.txt,True,,640,640,RGB,ef5d657f4166c4d1fabc561bf589f8541e9d6f8af975639c30210fc684bc8911,00a880a284b8b200,24,0,"0,2,3,6",1613.9898912768
train,image1360,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1360.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1360.txt,True,,683,1024,RGB,65b14f177573057b7b01364bc1142056cd3eb9684a40e8220b5a3d1f3ef9d4c7,1918ec981818240a,14,0,"1,5,6,7,8,9,10",229.1547653928
train,image1361,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1361.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1361.txt,True,,683,1024,RGB,0825a568e044782928a96048b3c9788c3fde25f3fed2a08f7279da67eb1add97,c0a8e444a460449c,8,0,"5,6,7,8,9,10",667.0506539392001
train,image1362,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1362.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1362.txt,True,,1024,768,RGB,b3895ae845d2934a6da34a455131d35414e557f2df247adbb277186a873922b2,6d71cfa5e1c54404,4,0,"5,6,7,8",842.0292870144
train,image1363,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1363.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1363.txt,True,,1024,683,RGB,f82368b9aba67fe6381bd22a8b9b7503399e08b93fa0f2da53892e8d122c09e3,b199db8d8c8d9d93,4,0,"5,6,7,8",2312.35773095
train,image1364,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1364.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1364.txt,True,,768,1024,RGB,1c935d40f11450ab87bd3754570fd4e3af5dea38e30e9c0abf5b0afe3ecf8530,0c1c333b77797536,6,0,"5,6,7,8,9",4247.1374579712
train,image1365,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1365.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1365.txt,True,,1024,683,RGB,b67c38c0a68f1ca7bcab44e1aa4fb1cca52758ec0c015f6c6c8877d5ed38b53f,a4c6d69c98989c98,5,0,"5,6,7,9",1352.0411768452002
train,image1366,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1366.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1366.txt,True,,1024,682,RGB,56fd815e10ea60e82d9a9ce31f42c70429590c9fb426f05d859ddd3dc4410368,596cb0941b2d6ae2,6,0,"5,6,7,8,9",2470.5517747152003
train,image1367,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1367.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1367.txt,True,,1024,768,RGB,e3b01b849810e8e0a8264d46b62c3b42da43ad745736b6e8fc2529bb4b66d35e,f9347c7c6c56362c,9,0,"1,5,6,7,8",1560.2678267904002
train,image1368,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1368.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1368.txt,True,,1024,768,RGB,3e839084e5a956acc4ec5074e588ead172d4b9fe09c53530f6d509b3192148fe,43d7f19534149496,33,0,"3,5,6,7,8,9",106.8964608
train,image1370,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1370.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1370.txt,True,,685,1024,RGB,71fc0bd3548f5d0d52b1038ce86af7b8b8c73757d2dfae1fd9990b13dbb46c9d,f434f4d8ccf0726b,8,0,"5,6,7,8,9",2866.5338512979993
train,image1371,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1371.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1371.txt,True,,678,1024,RGB,306ac6c2f6eda7ea93ee6fefbd40ca88b0f4be39ae5ee1f8b34743dee01829d3,f4c7cb9333210bcb,5,0,"5,6,7,8,9",1512.6978345
train,image1372,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1372.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1372.txt,True,,1024,681,RGB,83c40923e7f9ed293cb1e53d67f818209fc9a6e05e0f4f9efdeae0c74a7d3aa7,be2f297430383232,6,0,"5,6,7,8,9",618.0564303948
train,image1373,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1373.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1373.txt,True,,1024,683,RGB,de6eeeef1b56f42470e2fb8941b007ee9a0a63cf53436cd3fdab93f360841d43,f2e3cbc3d3129ab2,6,0,"5,6,7,8,9",679.3563998999999
train,image1374,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1374.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1374.txt,True,,853,768,RGB,5e890991086c5beaf9fc0e880c9bdc63ebff3618a4c1a2d6d342eecf5c9c69c9,cf8d8cd375e6e2e6,19,0,"5,6,7,8,9",863.6757589151664
train,image1376,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1376.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1376.txt,True,,612,408,RGB,44f694609de30dac10a8418d08732296bbcda8533ab76f8bb82a6d60ff7aefc7,6cacbea6a2b2d0b0,4,0,"5,6,7,8",4554.6417168384005
train,image1378,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1378.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1378.txt,True,,612,408,RGB,539d7e8b6c28ecbe6a3b88b08a5be1c4708ac789b8ccd29fed7a305d16fde673,94b0d0d6f6c4c5e0,5,0,"5,7,8,9",2423.7344980991998
train,image1379,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1379.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1379.txt,True,,612,426,RGB,3aa0f39157e732fc3ff286f8d9786a280e681366f626529cfd967b631a1f5c86,64b47461f4b6b3e0,6,0,"5,6,7,8,9",1835.2655061554196
train,image138,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image138.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image138.txt,True,,640,640,RGB,85736a98de1fe1097ab2d907daca7ff4d4a22b5e3394611492396fecfacd553f,343c1816162c2830,4,0,"2,3,6",5672.3090776064
train,image1380,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1380.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1380.txt,True,,768,432,RGB,5f8bec0cd61093055fa48edc0852d1e6a4fe201f6455680b043b3fcc4ed376d4,b0bcb0323d9dd48c,4,0,"5,6,7,8",657.3285990144
train,image1381,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1381.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1381.txt,True,,612,408,RGB,79f3519b71e8ec8a86a32756b941145d0212c903cf21c2403bb0e201ce2ff205,cbd5d5c9cbe1e0cc,6,0,"5,6,7,8,9",1331.6290560000002
train,image1382,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1382.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1382.txt,True,,408,612,RGB,370980cf11b2a1634f9fa2bc4a55d780965dfdb184d6af1ce29cab5a3391db9b,5767c29291d9395b,6,0,"5,6,7,8,9",2510.5615855616006
train,image1383,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1383.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1383.txt,True,,612,408,RGB,6e8d98ed84e8f6e280b1036d4328f75236faf7e5d93e187ab40a87cd94396e8d,343cccc8730f4ffc,6,0,"5,6,7,8,9",3722.0862997845334
train,image1384,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1384.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1384.txt,True,,612,408,RGB,f7f47eefd00b4c69ae35501f0e83645600a6177069af75168339e10a04b0e6af,50f2c4b2ec9653da,7,0,"5,6,7,8,9",1598.354021853867
train,image1385,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1385.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1385.txt,True,,612,408,RGB,d2086879dd764ce6467aaf9da50910ca1ec14d01c601f9716c0f9c16e9ca1c2f,7d1b72616d6d657b,6,0,"5,6,7,8,9",2639.7736640512003
train,image1386,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1386.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1386.txt,True,,408,612,RGB,57ea5f1beccf3a0ab2fdec778b0ece274c574146be6e0fe695380e8496129415,cc96c6b63604c1c8,5,0,"5,6,7,8,9",2077.8246160384006
train,image1387,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1387.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1387.txt,True,,612,408,RGB,e48eff6117679bc3b1d62b96ac6c300b9b01df019bb6b8943383d1d2e8d25feb,d9fbbc725e1cf80c,8,0,"3,5,6,7,8,9",103.46882990079999
train,image1388,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1388.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1388.txt,True,,768,432,RGB,6a843e9ad78575d9b1ebd37a2cf2d5c06a7671099a2105155948311cc8f94109,f0c8aa2b2b0a4cc8,5,0,"5,6,8,9",1234.0694974464002
train,image1389,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1389.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1389.txt,True,,612,408,RGB,1c4eba8efbc82b5a4c36b5ff250ebd4fb2b06e1b08c13251c31bec1df12e00d8,cfcdc7a5bdbeaccd,6,0,"5,6,7,8,9",2164.420881066667
train,image139,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image139.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image139.txt,True,,640,640,RGB,e1846a3905028f2b305cd42cdd8a6c9922a3eb78bc3f33bf59129e1efaee1776,c000d8c0d0d000d0,3,0,"0,2,6",9967.6184408064
train,image1390,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1390.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1390.txt,True,,408,612,RGB,0c41311cb4005b0b9781690a4f5fa5c35433db873303b7d9c0ce22a335b101c5,3032f1f4b0b8e8e8,6,0,"5,6,7,8,9",2006.9419696128002
train,image1391,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1391.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1391.txt,True,,612,408,RGB,9a2a34f6fef14b1d92e1102409ead2955c6215f0c4a62102bd68cf3fc4b6dd43,ecccccce0f2b4fcc,6,0,"5,6,7,8,9",873.8933642581335
train,image1393,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1393.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1393.txt,True,,612,408,RGB,803bd4ae5d061297fb6283d2c6d9a66666367c857f31cb53f7c6a460f2325bb9,3a32b0ec4c44b38e,6,0,"5,6,7,8,9",2437.5309877248005
train,image1394,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1394.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1394.txt,True,,612,408,RGB,2854f75f768edcf82adcf80a0416a59be0376c27c1e3224b725e0f8eb8196b33,1a90b4d094cf8a8a,6,0,"5,6,7,8,9",707.2082815658669
train,image1395,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1395.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1395.txt,True,,612,323,RGB,45b7fa6ebd80208aaafb5590bfef717cc729eaa0c7f081a2ff8d8f101f1556e3,0705957416064e56,13,0,"3,5,6,7,8,9",399.98095141546673
train,image1396,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1396.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1396.txt,True,,612,408,RGB,db3e8c15f12f354b1ea045422de3c60123762fc79cf3e2bcf6d30afce1d10b8e,cec0cda4666a74d0,8,0,"3,5,6,7,8,9",1424.7993002666667
train,image1398,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1398.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1398.txt,True,,768,432,RGB,e780ab1fb9f4b11d8739a75c40367d57dda840b86f2f191c95b8fb3a286a3d38,82d9d99199c71b93,6,0,"5,6,7,8,9",2642.6277504
train,image1399,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1399.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1399.txt,True,,612,408,RGB,61c70d7897671c3548f50458251182b8370f86d7fb48decd96464a3be44de8a4,36e0f3921a59db3b,8,0,"3,5,6,7,8,9",1040.4795968170667
train,image14,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image14.jpeg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image14.txt,True,,640,640,RGB,80b4280f26af8a35917b4fcc5e3a350e8cb2b1af6ca68e764fc33a2cb0a0cc0d,dcdcdce4d0f0fcd4,8,0,"0,2,6",1047.8142640128
train,image1400,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1400.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1400.txt,True,,612,263,RGB,2557ad56b4671b5c09d0c4731fab224b296eb0786a889433e8c109225fbfde7e,d0b2e4ecf8f4fcec,6,0,"5,6,7,8,9",313.00880983943534
train,image1401,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1401.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1401.txt,True,,612,408,RGB,39bf89da7e6f683baf23e82ccbf8f35f638b230bff788c0152eeb21c6fbe8bf9,b3939ab0bc686474,6,0,"5,6,7,8,9",2365.1037066581334
train,image1403,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1403.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1403.txt,True,,612,408,RGB,faa5bcfe99e1abc1dfa3b16f53e7148a06ada9b2079ca0941f6b0bb108d38728,2c6ca78626af8ed8,6,0,"5,6,7,8,9",2492.3879104512002
train,image1404,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1404.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1404.txt,True,,612,408,RGB,63cafe85013316efcbcd632d1b0894304ccb3a3238b055513710a143cf1e9dd5,d09894904b5949d8,4,0,"5,6,7,8",2122.8709535744
train,image1405,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1405.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1405.txt,True,,612,400,RGB,9c7f3d8cc76bfaf98acf3f9410845064f6afb6226b627a571622c11c07a88bb2,f4f6e7cdc5c7c6c6,11,0,"5,6,7,8,9",1142.1404862745098
train,image1407,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1407.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1407.txt,True,,408,612,RGB,69c52d359b0fb6df2cbcfbcc75a475f7b77a0da147774090341044bd1d071db0,1ea7978d9973cbcb,6,0,"5,6,7,8,9",2608.7936
train,image1408,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1408.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1408.txt,True,,612,408,RGB,6911fc55d920b56bd6645f90c2184bb91562212d7304903fbbc26d80eea19b05,92c161666ce89696,14,0,"5,6,7,8,9",291.3595861674667
train,image1409,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1409.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1409.txt,True,,768,432,RGB,3de93825a7fc9145cc9c56fcaeacf1494c93052c559c5817df5fe78ba34fe7ce,2c4d6179646162e3,5,0,"5,6,7,9",1316.7877805568003
train,image1410,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1410.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1410.txt,True,,612,356,RGB,97c147e3ed6ed8b26d2ba16a6e27a4c44130b725249c2cf6ad586c51cb96e328,f8f4f4f2f2f2e2f0,6,0,"5,6,7,8,9",484.1239616090353
train,image1411,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1411.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1411.txt,True,,612,409,RGB,b48e1d2069e3a6208f14d93bfe7903d71a4450a45541f5a2985a4c63e342917a,e5c1c3c0e5c6d371,7,0,"3,5,6,7,8,9",625.7856510581124
train,image1412,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1412.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1412.txt,True,,612,408,RGB,b5088d31ea0e9bf36ddb587401329a005c9621ea9f242e91b81c2d65443e5c94,d2c2334b2ca6ecad,8,0,"5,6,7,8,9",1387.0293333333334
train,image1413,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1413.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1413.txt,True,,612,408,RGB,cd9edb2aed28ffda86c4b83e739d4d8192b74f0f5e8bc09ff8a005d4d5a4fd37,dd999f8e0c6d63f3,6,0,"5,6,7,8,9",1525.8603520000001
train,image1414,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1414.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1414.txt,True,,612,408,RGB,8027fd68beaf8815d4968ad03b11d471c2ed337abab80abc2c8acf0ec94cd698,d8e46466e2e26262,4,0,"5,6,7,8",3865.7461247999995
train,image1415,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1415.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1415.txt,True,,612,392,RGB,70e4771a0bc0eb47b9f83fc954d718c0d5ccb8a3438cc75b876a74c5d53608d3,f6e2e6c68e3bccc8,8,0,"3,5,6,7,8,9",799.9573438062432
train,image1416,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1416.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1416.txt,True,,612,408,RGB,7387516ae67c082e9cb6a9d306859b6cc45932f30e1d9aac850cfac2078257e6,a6c9cafa7499bbe9,17,0,"5,6,7,8,9",152.7263567872
train,image142,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image142.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image142.txt,True,,640,640,RGB,db2a5eea8196a35f7fda1b530624d06e0e353b94ef341d4eabbb1e26cb85538a,05131716928b0e0e,5,0,"0,1,2,6",1235.5793231872
train,image143,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image143.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image143.txt,True,,640,640,RGB,15b2769f15a38a759b869c07bbc11d05aa9095ebe3d675fcc0d26cde9c1f6527,900492d0e8f40040,14,0,"0,2,6",2974.1534208000003
train,image145,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image145.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image145.txt,True,,640,640,RGB,fa491f3c78f6f3a8574d52702be84ba48797ebc7ae108cccf771435048d7e1a3,00ec5541aa595900,12,0,"0,2,6",1719.5593703424
train,image146,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image146.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image146.txt,True,,640,640,RGB,6a99651ade1a04c9863fa68779445b13526ed129bf83df5d4a0f21fe5031dc67,00b6f0da969e9200,29,0,"0,2,3,6",492.66013757440004
train,image147,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image147.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image147.txt,True,,640,640,RGB,2d1425c4c13ea9d1bc85172ab47c696a1ebf322e82857102aa586c6a9c2247c2,00e3b3ca8aafce00,9,0,"0,2,6",1060.0141832192
