source_split,source_image,source_label,canonical_image,canonical_label,raw_box_count,mapped_box_count,dropped_box_count,image_sha256,transfer_action
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1202.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1202.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1202.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1202.txt,4,1,3,98aa720f4c3b88937538cda46653addf127860b6c93e23b55acf2dac6efb9112,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1204.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1204.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1204.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1204.txt,12,2,10,04f201bd2abfac7491e8a131c1b4fb429d7deab3b4a958fa95e16b1f0e102085,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1206.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1206.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1206.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1206.txt,27,4,23,cf990a9ddbe78726e77f7922bc624778b04e8ab63569a5864a2de38816b038f9,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1207.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1207.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1207.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1207.txt,12,2,10,93ce8b2ac69e794c4ffbafbe8931b6b9138a10d8e4508d3a5f16c53fba8b36c4,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1208.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1208.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1208.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1208.txt,6,1,5,5d53a3142e0901bfdb11e3f4c18582f68f322bc9fe950ee7e7ac27dffbb6a99e,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1209.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1209.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1209.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1209.txt,5,1,4,d32fa21bcb3f49db3eee18518fe7e68d8758a705678c6e3eae93acbac014eb32,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image121.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image121.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image121.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image121.txt,12,12,0,4aaeaf77dff3429f54c0961d3eebb18aac54e7773725a98a4a7549a614915f0a,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1210.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1210.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1210.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1210.txt,6,1,5,ec26664e3df61accb840f4ef1588134079d1a1ba5a759f7eb303e664b0b822f2,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1212.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1212.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1212.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1212.txt,14,2,12,4343084aa4ce76bcddf989c525ad2899678c768e49c778ee3ecb06ba88c2ee00,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1213.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1213.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1213.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1213.txt,6,1,5,a569cec862892d9942c2842e44abc2735e008b1706ddd6f21a5b6ca50187709d,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1214.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1214.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1214.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1214.txt,6,1,5,f87a5a3a0ba9986a4ad889120420bde965499a7f12a11c65bf8aa77dd36a5cbe,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1216.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1216.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1216.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1216.txt,15,6,9,5332aa051f85ada812e9d0eedd67488aa9d49f52275d3d7dc4e5b15c12de4ada,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1218.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1218.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1218.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1218.txt,30,9,21,13e67ed59ebccd024214907392fd0305bdb27a0e82fedde926062331c793d8e3,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1219.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1219.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1219.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1219.txt,6,1,5,e29097f635e40bcf96239406d153a9ae289253063d66a505765e3f633bb02498,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1220.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1220.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1220.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1220.txt,5,1,4,1596420963b76b20ba0facf0e6e3225948f3482082fc237af2cfb2754624960a,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1221.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1221.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1221.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1221.txt,4,1,3,f82171b40aa145eca01f7905927a1c68ac5a98ea3d635c25eed409d27bdf129c,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1222.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1222.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1222.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1222.txt,6,1,5,7ee44f8cb1673c40f3fb41273b705611f9f5b4e06e14594d88ae9b099ab29358,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1224.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1224.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1224.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1224.txt,4,1,3,cd6df82a2549d1ca8c197173f11b717f09290c3a3ce68d22fa245858b575e527,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1225.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1225.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1225.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1225.txt,5,1,4,e5210293c4c6dab55735133457460bad806e767b9147a11d946e11b40a97de45,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1226.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1226.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1226.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1226.txt,4,1,3,86e2498f41cc49494d9fe5bd3091026114195e072fcce6de61a3eba2cb67dd05,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1227.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1227.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1227.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1227.txt,5,1,4,4cbb0d1579e33efbb27cc3d7950ab03dee3489c901a90fea37bb766cfef31a17,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1228.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1228.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1228.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1228.txt,6,1,5,33df0980ec00acdb852b6bd0a46f458171b2c89a8d0fc52b1d23c8009cba2657,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image123.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image123.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image123.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image123.txt,5,3,2,7243656f3d2e4549a9fa41894aa8b11a0437ec0c66e30f6cbd7337c566967435,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1230.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1230.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1230.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1230.txt,4,1,3,a6eeca49e331445bbd5ee9d1c5a08919748fe4e7f54c4df481cc39d5f9ec32fe,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1232.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1232.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1232.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1232.txt,4,1,3,21d36ce9c09ed7b50d8d2dd46dafb259ed268b4c2b2b921b13f69ff907acf1b4,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1233.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1233.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1233.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1233.txt,16,4,12,5b6372e158003c8a2c832ec568715eb4d7881b5051bfedd2034974dee951b486,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1236.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1236.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1236.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1236.txt,5,1,4,8e05ea776af8dae8ee3bb0695b5234ae21e9cecdbb5c999d6a3f55e9366f052f,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1237.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1237.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1237.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1237.txt,13,3,10,1282f90997a6ffac90672b816c33e0c0f0611835fe573d7747159399af5a2743,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1238.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1238.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1238.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1238.txt,4,1,3,d9d4c49b7f5001ebdfc5136087b392eb02aef7c1d9ef22a953a68dbb30c0bcf8,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image124.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image124.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image124.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image124.txt,6,6,0,40b7fa0983f430ed1a16163ea0754b7eeabeb8aaf2fad9ceb25363c4931498ca,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1240.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1240.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1240.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1240.txt,6,1,5,8b72bc0b29bd9fd9a58b5c373b2b494f7f456a4e4bd4e561d4b9964270cc1c9b,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1241.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1241.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1241.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1241.txt,8,1,7,f2082dfb734e0b85e3010cd1f88e3dd955a620f1d7a9c9e3d7cead14af524093,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1242.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1242.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1242.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1242.txt,4,1,3,f94057c38c9f0e23b5e73dddf350b91f825d4581b8a2021b4189d9ee0e15bace,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1243.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1243.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1243.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1243.txt,6,1,5,bcec8104497b411d140dd4e261bb5c65beda3527f1f8099c5d54e383694121b9,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1244.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1244.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1244.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1244.txt,6,2,4,71257461653cc3354e558619b658d7839b35552610985a5b649bfae0aca44519,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1245.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1245.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1245.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1245.txt,4,1,3,361c6441146b2d2b71151df2bee0dde2c77588f065287e5c909ff7a360ae8fb5,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1246.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1246.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1246.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1246.txt,6,1,5,7456999dc48486e117bd0627c3c2006084aebc13cbcd6a4917fcebda01904480,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1247.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1247.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1247.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1247.txt,6,1,5,2dfd49fdb6e55e4c52f5f1ed204a7cc3b79f816ed5eed2b1afade5a8fae57a5e,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1249.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1249.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1249.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1249.txt,9,2,7,f4b29e69ad2d0f49eb55d8b642cf1e90cfad838240b63f73d4cf0dcf0dad8f56,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image125.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image125.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image125.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image125.txt,17,13,4,0e1c5cdca522dab3806c862cda043a7beb6a0ef4af90c74fc81e1e43b928da9c,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1250.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1250.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1250.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1250.txt,6,1,5,34761a90d293c27ea31fd5562506dc4934600d732d9865382de6c35ac76544ff,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1251.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1251.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1251.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1251.txt,6,1,5,e8d0cc9dbed0ae2558a48a53c3ad94969bd6bdee9bd75461fcbbad0cbd69c84d,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1253.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1253.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1253.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1253.txt,5,1,4,f7277d62d1b1fea41a4f0a5de6d3a5f3e95137cb73d146d1f6b7047d361a7558,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1254.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1254.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1254.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1254.txt,8,1,7,5d69789909dd7ce0c367e8640f6da21ad47e6863fee35afa06073a3889379558,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1255.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1255.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1255.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1255.txt,7,1,6,001b8018ba919866ec987385b613c85111f5fecf71d108fa64e92cc0d7b06cd0,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1257.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1257.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1257.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1257.txt,6,1,5,e3bc18677e10dbad584b6cd81a8e8be7bb59bca06b9d1a8b38d967abb2a3015a,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1258.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1258.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1258.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1258.txt,15,3,12,ae557eae5bcbf2c8a7f0d2255cda43ce505b2c02ed4bb3290612ea7500347cbb,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1259.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1259.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1259.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1259.txt,18,3,15,db848c0bdaa6d3f6a0deecfd14c0050872512036466408913baa3b1eb14ae5a4,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image126.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image126.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image126.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image126.txt,29,15,14,557f7f9b1079eb7c52af23497e838d2b3ce14af3ca1d0b5940fd4f5691b62508,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1260.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1260.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1260.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1260.txt,9,2,7,558cbbc8cbc6fe8c6a2733c08a87e11bcffe8698c658147c9068ae6c814cead1,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1261.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1261.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1261.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1261.txt,12,2,10,8c1f404d26706e10f01e675d0266f9e09718b3f200142ab7e8234435eb452722,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1262.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1262.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1262.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1262.txt,6,1,5,f336c7ceb11ac290adc40b892317302057d01a00d1e0561eaeaf12ec0acfe243,hardlink
train,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1263.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1263.txt,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1263.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1263.txt,6,1,5,7e160eb0cd0b0c703657e4b497d4fcd528e176c0517e0814140864ad36cb86a3,hardlink
